train\images\test1_sec1110.jpg,1699,451,1929,649,auto
train\images\test1_sec1110.jpg,1643,339,1685,400,bike
train\images\test1_sec1110.jpg,1735,377,1790,430,bike
train\images\test1_sec1110.jpg,1576,302,1612,367,bike
train\images\test1_sec1110.jpg,1138,353,1202,485,bike
train\images\test1_sec1110.jpg,1256,310,1326,359,car
train\images\test1_sec1110.jpg,1193,269,1247,324,auto
train\images\test1_sec1110.jpg,1466,292,1489,345,bike
train\images\test1_sec1110.jpg,1500,297,1524,336,bike
train\images\test1_sec1120.jpg,1494,911,1658,1328,bike
train\images\test1_sec1120.jpg,2118,792,2597,1305,auto
train\images\test1_sec1120.jpg,1580,503,1810,735,car
train\images\test1_sec1120.jpg,1072,512,1245,674,car
train\images\test1_sec1120.jpg,582,452,646,607,cycle
train\images\test1_sec1120.jpg,1056,409,1099,504,bike
train\images\test1_sec1120.jpg,915,306,1042,427,lorry
train\images\test1_sec1120.jpg,1193,343,1302,425,car
train\images\test1_sec1120.jpg,1528,313,1585,372,bike
train\images\test1_sec1120.jpg,1261,306,1327,343,car
train\images\test1_sec1130.jpg,965,503,1197,676,car
train\images\test1_sec1130.jpg,1152,403,1261,512,car
train\images\test1_sec1130.jpg,1974,463,2009,591,cycle
train\images\test1_sec1130.jpg,1535,388,1598,477,bike
train\images\test1_sec1130.jpg,1676,425,1710,545,bike
train\images\test1_sec1130.jpg,1710,486,1790,627,bike
train\images\test1_sec1130.jpg,1847,463,1949,607,bike
train\images\test1_sec1130.jpg,956,318,999,400,cycle
train\images\test1_sec1130.jpg,1526,324,1557,372,bike
train\images\test1_sec1130.jpg,372,939,951,1470,car
train\images\test1_sec1130.jpg,833,428,981,567,auto
train\images\test1_sec1140.jpg,1589,558,1826,808,car
train\images\test1_sec1140.jpg,1712,1357,2248,1515,car
train\images\test1_sec1140.jpg,2392,1257,2679,1496,car
train\images\test1_sec1140.jpg,1904,476,1956,612,bike
train\images\test1_sec1140.jpg,938,354,979,436,bike
train\images\test1_sec1140.jpg,1054,372,1102,486,bike
train\images\test1_sec1140.jpg,1457,318,1530,372,car
train\images\test1_sec1140.jpg,1535,304,1580,354,car
train\images\test1_sec1140.jpg,1295,298,1318,355,bike
train\images\test1_sec1140.jpg,1014,310,1046,374,cycle
train\images\test1_sec1140.jpg,1124,295,1145,350,cycle
train\images\test1_sec1140.jpg,1197,277,1257,329,auto
train\images\test1_sec1140.jpg,1644,369,1765,495,auto
train\images\test1_sec1150.jpg,2300,1038,2512,1501,bike
train\images\test1_sec1150.jpg,1115,382,1145,482,bike
train\images\test1_sec1150.jpg,1134,337,1175,391,bike
train\images\test1_sec1150.jpg,818,373,844,447,cycle
train\images\test1_sec1150.jpg,1461,287,1520,343,car
train\images\test1_sec1150.jpg,1297,256,1350,317,car
train\images\test1_sec1150.jpg,1262,273,1287,321,bike
train\images\test1_sec1150.jpg,1097,330,1126,367,bike
train\images\test1_sec1150.jpg,1895,513,2022,695,bike
train\images\test1_sec1150.jpg,717,438,917,615,auto
train\images\test1_sec1160.jpg,1589,366,1622,450,bike
train\images\test1_sec1160.jpg,1501,313,1529,377,bike
train\images\test1_sec1160.jpg,891,345,931,402,bike
train\images\test1_sec1160.jpg,1279,274,1343,317,car
train\images\test1_sec1160.jpg,1196,281,1219,326,bike
train\images\test1_sec1160.jpg,161,412,1191,1486,bus
train\images\test1_sec1160.jpg,1553,301,1630,365,auto
train\images\test1_sec1170.jpg,1685,410,1838,565,auto
train\images\test1_sec1170.jpg,746,535,828,699,bike
train\images\test1_sec1170.jpg,1293,298,1327,391,bike
train\images\test1_sec1170.jpg,1163,282,1181,357,bike
train\images\test1_sec1170.jpg,1193,309,1225,373,bike
train\images\test1_sec1170.jpg,947,409,997,530,bike
train\images\test1_sec1170.jpg,1017,321,1065,389,cycle
train\images\test1_sec1170.jpg,2218,693,2649,1078,minitruck
train\images\test1_sec1170.jpg,1521,438,1598,602,bike
train\images\test1_sec1170.jpg,1610,431,1674,613,bike
train\images\test1_sec1170.jpg,915,538,1207,811,car
train\images\test1_sec1170.jpg,1519,303,1598,385,auto
train\images\test1_sec1190.jpg,81,752,240,1078,bike
train\images\test1_sec1190.jpg,1902,820,2341,1267,car
train\images\test1_sec1190.jpg,1612,611,1918,886,car
train\images\test1_sec1190.jpg,2157,702,2412,971,auto
train\images\test1_sec1190.jpg,2066,541,2246,732,auto
train\images\test1_sec1190.jpg,2038,469,2129,583,bike
train\images\test1_sec1190.jpg,1735,456,2002,750,van
train\images\test1_sec1190.jpg,1061,346,1113,437,bike
train\images\test1_sec1190.jpg,1152,320,1209,402,bike
train\images\test1_sec1190.jpg,1101,302,1161,369,auto
train\images\test1_sec1190.jpg,1459,301,1484,358,bike
train\images\test1_sec1190.jpg,1576,302,1627,361,bike
train\images\test1_sec1190.jpg,1499,289,1570,358,minitruck
train\images\test1_sec1190.jpg,1693,322,1728,398,bike
train\images\test1_sec1190.jpg,1716,412,1759,556,car
train\images\test1_sec1190.jpg,2470,1202,2691,1516,bike
train\images\test1_sec1190.jpg,2569,989,2693,1192,bike
train\images\test1_sec120.jpg,2022,629,2294,953,auto
train\images\test1_sec120.jpg,2114,538,2211,640,bike
train\images\test1_sec120.jpg,1719,394,1776,529,bike
train\images\test1_sec120.jpg,1008,328,1115,460,auto
train\images\test1_sec120.jpg,1520,285,1551,333,bike
train\images\test1_sec120.jpg,1546,267,1570,308,bike
train\images\test1_sec1200.jpg,605,839,1026,1249,car
train\images\test1_sec1200.jpg,1904,994,2633,1515,car
train\images\test1_sec1200.jpg,2202,814,2401,1044,bike
train\images\test1_sec1200.jpg,2191,538,2524,875,minitruck
train\images\test1_sec1200.jpg,1835,611,2075,916,auto
train\images\test1_sec1200.jpg,1792,485,2000,611,auto
train\images\test1_sec1200.jpg,1485,474,1676,661,car
train\images\test1_sec1200.jpg,1097,442,1270,583,car
train\images\test1_sec1200.jpg,1475,351,1608,456,minitruck
train\images\test1_sec1200.jpg,1530,310,1576,346,bike
train\images\test1_sec1200.jpg,1608,303,1646,378,bike
train\images\test1_sec1200.jpg,1090,376,1119,467,bike
train\images\test1_sec1200.jpg,976,360,1025,469,bike
train\images\test1_sec1200.jpg,1051,344,1094,433,bike
train\images\test1_sec1200.jpg,1222,348,1319,433,car
train\images\test1_sec1200.jpg,1176,336,1218,401,bike
train\images\test1_sec1200.jpg,1133,287,1197,360,auto
train\images\test1_sec1200.jpg,1249,325,1328,371,car
train\images\test1_sec1210.jpg,3,866,53,1212,bike
train\images\test1_sec1210.jpg,372,565,614,857,auto
train\images\test1_sec1210.jpg,1735,410,1820,547,bike
train\images\test1_sec1210.jpg,1029,342,1088,440,bike
train\images\test1_sec1210.jpg,1609,316,1650,377,bike
train\images\test1_sec1220.jpg,1799,1000,2394,1515,car
train\images\test1_sec1220.jpg,1676,690,2036,981,car
train\images\test1_sec1220.jpg,1758,610,2013,756,car
train\images\test1_sec1220.jpg,1938,518,2029,662,auto
train\images\test1_sec1220.jpg,2102,614,2196,823,bike
train\images\test1_sec1220.jpg,1448,441,1630,632,car
train\images\test1_sec1220.jpg,1649,479,1845,591,car
train\images\test1_sec1220.jpg,865,625,1218,878,car
train\images\test1_sec1220.jpg,297,552,564,837,auto
train\images\test1_sec1220.jpg,917,452,990,598,bike
train\images\test1_sec1220.jpg,1129,454,1229,632,bike
train\images\test1_sec1220.jpg,1776,431,1847,532,bike
train\images\test1_sec1220.jpg,1835,427,1913,541,bike
train\images\test1_sec1220.jpg,1653,384,1690,477,bike
train\images\test1_sec1220.jpg,897,349,926,428,bike
train\images\test1_sec1220.jpg,1106,328,1152,438,bike
train\images\test1_sec1220.jpg,1252,301,1343,378,car
train\images\test1_sec1220.jpg,1060,333,1100,422,bike
train\images\test1_sec1220.jpg,1594,346,1644,410,bike
train\images\test1_sec1220.jpg,1530,305,1573,374,bike
train\images\test1_sec1230.jpg,6,757,464,1249,auto
train\images\test1_sec1230.jpg,2013,661,2148,939,bike
train\images\test1_sec1230.jpg,568,476,650,659,bike
train\images\test1_sec1230.jpg,1106,328,1152,412,bike
train\images\test1_sec1230.jpg,1528,310,1735,524,bus
train\images\test1_sec1230.jpg,1455,267,1553,412,bus
train\images\test1_sec1230.jpg,1863,412,1918,538,bike
train\images\test1_sec1230.jpg,1731,356,1772,465,bike
train\images\test1_sec1230.jpg,1200,287,1257,351,bike
train\images\test1_sec1230.jpg,1289,292,1334,356,bike
train\images\test1_sec1230.jpg,1111,287,1179,342,auto
train\images\test1_sec1240.jpg,653,510,846,722,auto
train\images\test1_sec1240.jpg,1081,296,1165,403,auto
train\images\test1_sec1240.jpg,1163,305,1197,387,bike
train\images\test1_sec1240.jpg,1233,411,1299,538,bike
train\images\test1_sec1240.jpg,1443,288,1541,404,lorry
train\images\test1_sec1240.jpg,1653,346,1690,400,bike
train\images\test1_sec1250.jpg,1623,986,1890,1520,bike
train\images\test1_sec1250.jpg,1573,457,1678,625,bike
train\images\test1_sec1250.jpg,1683,423,1764,535,bike
train\images\test1_sec1250.jpg,1655,342,1701,411,bike
train\images\test1_sec1250.jpg,1536,383,1586,476,bike
train\images\test1_sec1250.jpg,1110,448,1296,609,car
train\images\test1_sec1250.jpg,1239,356,1365,448,car
train\images\test1_sec1250.jpg,1025,333,1112,457,auto
train\images\test1_sec1250.jpg,1149,365,1209,441,bike
train\images\test1_sec1250.jpg,1506,350,1607,407,car
train\images\test1_sec1250.jpg,1507,281,1562,341,auto
train\images\test1_sec1250.jpg,1449,289,1493,343,car
train\images\test1_sec1250.jpg,1259,320,1342,361,car
train\images\test1_sec1250.jpg,1816,442,1964,591,auto
train\images\test1_sec1250.jpg,3,812,206,1335,auto
train\images\test1_sec1250.jpg,1126,285,1184,341,auto
train\images\test1_sec1250.jpg,1191,281,1232,324,auto
train\images\test1_sec1250.jpg,1237,285,1264,331,bike
train\images\test1_sec570.jpg,1863,529,2705,1523,bus
train\images\test1_sec570.jpg,694,709,1066,1054,car
train\images\test1_sec570.jpg,1117,453,1283,619,car
train\images\test1_sec570.jpg,558,518,684,707,bike
train\images\test1_sec570.jpg,695,410,788,553,bike
train\images\test1_sec570.jpg,1726,419,1796,534,bike
train\images\test1_sec570.jpg,1622,382,1667,488,bike
train\images\test1_sec570.jpg,1663,365,1707,448,bike
train\images\test1_sec570.jpg,1135,344,1241,425,car
train\images\test1_sec570.jpg,1241,312,1330,390,car
train\images\test1_sec570.jpg,1275,280,1339,323,car
train\images\test1_sec570.jpg,1100,248,1168,303,minitruck
train\images\test1_sec570.jpg,1588,255,1630,303,car
train\images\test1_sec570.jpg,1478,251,1527,303,minitruck
train\images\test1_sec570.jpg,1529,261,1575,299,auto
train\images\test1_sec570.jpg,1496,291,1527,344,bike
train\images\test1_sec570.jpg,1544,288,1570,331,bike
train\images\test1_sec570.jpg,1136,310,1169,358,bike
train\images\test1_sec570.jpg,1214,269,1260,309,car
train\images\test1_sec570.jpg,1273,267,1317,284,car
train\images\test1_sec570.jpg,1279,210,1349,284,bus
train\images\test1_sec570.jpg,1397,229,1445,300,lorry
train\images\test1_sec70.jpg,382,533,623,775,auto
train\images\test1_sec70.jpg,753,524,1015,720,car
train\images\test1_sec70.jpg,1067,444,1246,598,car
train\images\test1_sec70.jpg,1005,384,1135,484,car
train\images\test1_sec70.jpg,1469,331,1600,468,car
train\images\test1_sec70.jpg,1107,324,1198,403,car
train\images\test1_sec70.jpg,1233,313,1326,398,car
train\images\test1_sec70.jpg,1510,292,1586,359,car
train\images\test1_sec70.jpg,1709,327,1743,402,cycle
train\images\test1_sec70.jpg,1217,270,1280,321,car
train\images\test1_sec70.jpg,1298,267,1345,318,car
train\images\test1_sec70.jpg,1410,267,1469,338,minitruck
train\images\test1_sec70.jpg,1468,267,1500,319,bike
train\images\test1_sec70.jpg,1525,275,1571,318,auto
train\images\test1_sec70.jpg,1271,258,1308,299,car
train\images\test1_sec70.jpg,1304,199,1358,271,bus
train\images\test1_sec710.jpg,2136,857,2319,1221,bike
train\images\test1_sec710.jpg,1812,624,1931,877,bike
train\images\test1_sec710.jpg,1432,479,1533,667,bike
train\images\test1_sec710.jpg,675,601,807,864,bike
train\images\test1_sec710.jpg,1058,348,1109,438,bike
train\images\test1_sec710.jpg,1590,331,1673,426,auto
train\images\test1_sec710.jpg,1465,298,1553,381,car
train\images\test1_sec710.jpg,1230,301,1305,363,car
train\images\test1_sec710.jpg,1275,275,1323,336,car
train\images\test1_sec710.jpg,1115,301,1192,376,auto
train\images\test1_sec710.jpg,1755,360,1798,441,cycle
train\images\test1_sec710.jpg,2614,758,2692,1113,auto
train\images\test1_sec710.jpg,1967,601,2180,861,auto
train\images\test1_sec710.jpg,1082,231,1157,314,lorry
train\images\test1_sec710.jpg,1571,255,1611,296,car
train\images\test1_sec710.jpg,1295,275,1340,320,auto
train\images\test1_sec710.jpg,1595,292,1628,333,bike
train\images\test1_sec710.jpg,1189,266,1212,321,bike
train\images\test1_sec730.jpg,2603,750,2674,1094,auto
train\images\test1_sec730.jpg,2095,1021,2692,1509,car
train\images\test1_sec730.jpg,990,431,1194,618,car
train\images\test1_sec730.jpg,1226,310,1326,397,car
train\images\test1_sec730.jpg,1572,242,1612,299,car
train\images\test1_sec730.jpg,1581,356,1632,441,bike
train\images\test1_sec730.jpg,1706,383,1767,485,bike
train\images\test1_sec730.jpg,1562,301,1594,360,bike
train\images\test1_sec730.jpg,1601,285,1627,341,cycle
train\images\test1_sec730.jpg,1671,319,1695,386,cycle
train\images\test1_sec730.jpg,491,515,573,695,bike
train\images\test1_sec730.jpg,1116,298,1157,366,bike
train\images\test1_sec730.jpg,1038,336,1126,428,auto
train\images\test1_sec730.jpg,1203,261,1250,313,auto
train\images\test1_sec730.jpg,1257,261,1303,313,auto
train\images\test1_sec730.jpg,1510,285,1562,344,auto
train\images\test1_sec730.jpg,2028,599,2137,800,bike
train\images\test1_sec730.jpg,2028,699,2163,962,bike
train\images\test1_sec730.jpg,1073,215,1166,315,lorry
train\images\test1_sec740.jpg,2524,823,2640,1135,bike
train\images\test1_sec740.jpg,2629,734,2685,1151,auto
train\images\test1_sec740.jpg,1782,556,1902,763,bike
train\images\test1_sec740.jpg,1756,403,1811,512,bike
train\images\test1_sec740.jpg,1679,388,1722,497,bike
train\images\test1_sec740.jpg,1630,342,1665,445,bike
train\images\test1_sec740.jpg,1908,458,1966,616,cycle
train\images\test1_sec740.jpg,742,486,966,696,car
train\images\test1_sec740.jpg,1112,401,1237,532,car
train\images\test1_sec740.jpg,1200,340,1304,456,car
train\images\test1_sec740.jpg,1428,281,1507,346,car
train\images\test1_sec740.jpg,1121,300,1209,382,car
train\images\test1_sec740.jpg,1487,264,1556,317,car
train\images\test1_sec740.jpg,1568,243,1617,299,car
train\images\test1_sec740.jpg,1041,328,1082,410,bike
train\images\test1_sec740.jpg,1096,344,1144,426,bike
train\images\test1_sec740.jpg,1238,219,1355,353,bus
train\images\test1_sec740.jpg,1082,231,1150,311,lorry
train\images\test1_sec740.jpg,1193,282,1216,333,bike
train\images\test1_sec750.jpg,1418,283,1644,547,bus
train\images\test1_sec750.jpg,1628,378,1726,501,car
train\images\test1_sec750.jpg,1103,399,1252,539,car
train\images\test1_sec750.jpg,1220,324,1311,408,car
train\images\test1_sec750.jpg,1246,299,1342,367,car
train\images\test1_sec750.jpg,1834,547,1925,747,bike
train\images\test1_sec750.jpg,1639,488,1729,660,bike
train\images\test1_sec750.jpg,1749,409,1810,519,bike
train\images\test1_sec750.jpg,2617,761,2691,1123,auto
train\images\test1_sec750.jpg,902,363,965,486,bike
train\images\test1_sec750.jpg,1155,290,1181,360,bike
train\images\test1_sec750.jpg,1225,273,1253,329,bike
train\images\test1_sec750.jpg,1071,217,1158,319,lorry
train\images\test1_sec750.jpg,1569,246,1614,295,car
train\images\test1_sec750.jpg,1238,237,1279,282,car
train\images\test1_sec750.jpg,1437,243,1474,286,car
train\images\test1_sec750.jpg,1494,245,1533,279,car
train\images\test1_sec760.jpg,1854,1098,2503,1518,car
train\images\test1_sec760.jpg,2041,788,2565,1272,car
train\images\test1_sec760.jpg,1537,488,1756,702,car
train\images\test1_sec760.jpg,2606,743,2688,1105,auto
train\images\test1_sec760.jpg,2020,606,2114,820,bike
train\images\test1_sec760.jpg,1766,463,1843,616,bike
train\images\test1_sec760.jpg,1540,308,1569,371,bike
train\images\test1_sec760.jpg,917,350,976,441,bike
train\images\test1_sec760.jpg,1229,306,1271,372,bike
train\images\test1_sec760.jpg,1086,293,1169,374,auto
train\images\test1_sec760.jpg,1432,292,1482,341,car
train\images\test1_sec760.jpg,1567,249,1614,297,car
train\images\test1_sec760.jpg,1074,230,1159,316,lorry
train\images\test1_sec760.jpg,1484,270,1522,314,auto
train\images\test1_sec770.jpg,1817,1242,2528,1518,car
train\images\test1_sec770.jpg,1496,518,1706,710,car
train\images\test1_sec770.jpg,1113,317,1211,398,car
train\images\test1_sec770.jpg,1221,314,1309,387,car
train\images\test1_sec770.jpg,1478,300,1546,358,car
train\images\test1_sec770.jpg,1502,285,1555,328,car
train\images\test1_sec770.jpg,1571,247,1614,294,car
train\images\test1_sec770.jpg,2093,668,2394,1004,auto
train\images\test1_sec770.jpg,2610,759,2691,1106,auto
train\images\test1_sec770.jpg,898,650,1179,1014,auto
train\images\test1_sec770.jpg,806,308,941,405,auto
train\images\test1_sec770.jpg,1556,324,1610,399,bike
train\images\test1_sec770.jpg,915,467,1003,619,bike
train\images\test1_sec770.jpg,875,358,931,469,cycle
train\images\test1_sec770.jpg,571,446,680,639,bike
train\images\test1_sec770.jpg,738,455,829,613,bike
train\images\test1_sec770.jpg,759,583,870,802,bike
